0,823252039431139
0,823252039431139
0,78967348879321
0,78967348879321
0,746745918007769
0,746745918007769
0,742104923806365
0,692969473125581
0,630884290409134
0,609059214277436
0,604306900226558
0,599722997070371
0,58959912280325
0,583461034949308
0,581191576317284
0,580360191361135
0,576744549063232
0,573440926883406
0,570698139135217
0,568767135346506
0,56831178840513
0,566239731833861
0,566184227653958
0,564189046973303
0,563328171716946
0,563317210975117
0,562318521416202
0,562204646011193
0,560991832316598
0,560989732742608
0,553439833763233
0,549967505031505
0,548079389653285
0,54715271953612
0,546788057114635
0,546568654248207
0,546244010437301
0,545619745570199
0,545033940960784
0,544814078093901
0,54393263542329
0,541078524122795
0,540720055926024
0,540120047881591
0,539937175168566
0,539880247825488
0,537620550128485
0,537324628252419
0,536944924736727
0,533212493054529
0,533035715794814
0,531805225515085
0,531707796750326
0,531073951578326
0,530716427946452
0,530447730180868
0,53031008547071
0,530027060718863
0,529789187942987
0,529689730198148
0,529443248119248
0,52920784898903
0,524379202917242
0,523997506090399
0,523732537162121
0,522921380105821
0,521992479773373
0,521468122548856
0,521263134618053
0,521099921327368
0,520787145258326
0,519284693062156
0,518867822420179
0,518833993249748
0,518678742900485
0,517094391613394
0,517003463428119
0,516825567953985
0,516806429130168
0,516643752904281
0,516094104683365
0,515310342006166
0,515161422294538
0,513856052758211
0,5135874000025
0,512761233481981
0,512595302484976
0,511845167580164
0,511821526739454
0,511490097489073
0,511014324224635
0,510238243920806
0,510042977651648
0,510022641646464
0,509912465173154
0,50954307358695
0,509463450004517
0,509399290616398
0,509117949387221
0,508004054005651
0,507914596327559
0,507621913669252
0,50693364169891
0,505384175114021
0,505187875320983
0,504397218293171
0,503597725931257
0,503509861829591
0,503425121518379
0,503348354511085
0,503167410121826
0,503006588787326
0,502729804355757
0,502536148868943
0,502325305516218
0,501696936130054
0,501679118862386
0,50122800518818
0,500296577879522
0,50024907007979
0,499655650653937
0,499485523824846
0,498849594564798
0,498476042255512
0,498343536246359
0,497714633061577
0,497195398738755
0,497053245007542
0,496692784061904
0,496158013144964
0,495889186770083
0,495678741914217
0,494861294902783
0,494518797273207
0,493935042253285
0,493280281558528
0,493248268006006
0,492895475025329
0,492743999903324
0,492335716970731
0,492140988462314
0,491001140919726
0,490783077474719
0,489792230160031
0,489589318238032
0,489400144743818
0,489213828456277
0,488965818175175
0,487994328698433
0,486993456102459
0,486626153859355
0,486566170371638
0,486344541435034
0,486344326045763
0,486150341837096
0,48588592698944
0,485468678979779
0,485432211507482
0,484652780736939
0,484436679813902
0,484384012953052
0,48427130519328
0,484238510069722
0,483646115596146
0,482980722666621
0,482857971122253
0,48281342361895
0,48281342361895
0,482247583090594
0,482102454225233
0,482084986501057
0,48189798714342
0,481271652024775
0,481065789227794
0,481054460613259
0,480848843632532
0,480341449984442
0,479689406682007
0,479689406682007
0,478730751739615
0,477897982955126
0,476772512659046
0,476461103210761
0,47591624610228
0,475359590652943
0,475252128379668
0,474938366749996
0,47416691813075
0,474028942313593
0,473824998659844
0,47348868038163
0,473386932719389
0,473194551435276
0,473067336021367
0,472641563573715
0,47199701264007
0,471771505514821
0,471709291760354
0,470793654577267
0,470616421583672
0,470350518555542
0,47025819728573
0,470122071805003
0,470103399941525
0,470077595885592
0,469843921874991
0,469310715208846
0,469045902677577
0,468840208674387
0,468167827701096
0,468161612828888
0,467773744942998
0,467352276159448
0,466979367468673
0,466562190513201
0,466427648515623
0,466408898856306
0,466227380958271
0,466042040611953
0,465965906897578
0,465965906897578
0,465956142198823
0,465849175279658
0,465781445122511
0,465706345306739
0,465682123043829
0,465674066621072
0,465348356758368
0,464703626787534
0,464644604861331
0,464112211874074
0,46398481458253
0,463922326220801
0,463576630005479
0,462875446476756
0,462852024640987
0,462607041383812
0,462362554066183
0,462362554066183
0,462312082682768
0,461613458305037
0,461551483964747
0,460890194503351
0,460658370073846
0,459961938003582
0,459811434049805
0,459512639242096
0,459139803675732
0,458578405381588
0,458420582663138
0,458126394937784
0,457336411429327
0,457045090666949
0,456334417385025
0,456057314758072
0,456043403772389
0,456023445616805
0,455413178455528
0,454997556811601
0,454181496189794
0,453830997293733
0,453780828682291
0,45374516715288
0,453713494007648
0,453671842637894
0,452588721251734
0,452287993398387
0,451932370238339
0,451691068548124
0,451531348453336
0,451279912387221
0,450649613749491
0,450495927253412
0,450301332354747
0,450169722394132
0,450139540200065
0,450089183847011
0,450087769639405
